doi,pub_date,num_files,num_bytes,total_downloads,num_relationships,subject
10.13012/B2IDB-2692533_V1,2020-10-26,6,3656009518,97,0,Life Sciences
10.13012/B2IDB-9374105_V1,2020-08-10,2,1634283,144,1,Social Sciences
10.13012/B2IDB-0946771_V1,2020-10-13,2,121115,126,1,Arts and Humanities
10.13012/B2IDB-4585244_V1,2021-01-04,28,7277975361,418,2,Physical Sciences
10.13012/B2IDB-4045402_V1,2020-10-14,2,16365,145,0,Life Sciences
10.13012/B2IDB-1757317_V1,2022-03-20,6,3944610,32,0,Physical Sciences
10.13012/B2IDB-0424970_V1,2020-08-21,7,49062445,525,4,Social Sciences
10.13012/B2IDB-0684398_V1,2020-10-16,2,626615915,154,0,Life Sciences
10.13012/B2IDB-0454350_V1,2020-10-11,3,15407884,247,1,Social Sciences
10.13012/B2IDB-8033264_V1,2020-12-30,25,163257402202,586,1,Life Sciences
10.13012/B2IDB-5901636_V1,2021-04-05,2,19055375,110,0,Life Sciences
10.13012/B2IDB-8212056_V2,2020-10-27,1,1816344,148,0,Life Sciences
10.13012/B2IDB-5788371_V1,2021-02-16,2,6116961,103,1,Life Sciences
10.13012/B2IDB-8212056_V1,2019-05-08,1,1852974,592,0,Life Sciences
10.13012/B2IDB-6738796_V1,2020-08-22,1,3194567771,411,3,Technology and Engineering
10.13012/B2IDB-6773581_V2,2020-10-26,1,8073906,48,0,Life Sciences
10.13012/B2IDB-3968226_V2,2020-10-24,15,6702882722,195,3,Technology and Engineering
10.13012/B2IDB-3285089_V2,2020-10-27,1,139871,55,0,Life Sciences
10.13012/B2IDB-6081616_V1,2020-12-31,9,297705078,147,1,Life Sciences
10.13012/B2IDB-4623305_V2,2020-10-26,1,1961223,166,0,Life Sciences
10.13012/B2IDB-7110302_V1,2020-10-27,1,17404,50,0,Physical Sciences
10.13012/B2IDB-6482573_V1,2020-11-14,5,151636,188,1,Life Sciences
10.13012/B2IDB-5649852_V2,2020-12-16,6,18645512,355,0,Social Sciences
10.13012/B2IDB-6667667_V1,2020-11-06,2,2187037216,101,2,Life Sciences
10.13012/B2IDB-6360821_V1,2020-12-16,3,597340496,170,0,Social Sciences
10.13012/B2IDB-7562109_V1,2020-12-15,3,11017817,208,0,Life Sciences
10.13012/B2IDB-2128492_V1,2020-12-16,3,594890968,181,0,Social Sciences
10.13012/B2IDB-4644759_V1,2020-12-14,2,34318,131,0,Life Sciences
10.13012/B2IDB-6128941_V1,2021-11-19,2,387932942,84,1,Life Sciences
10.13012/B2IDB-6862941_V2,2020-11-05,34,7350584906,555,2,Life Sciences
10.13012/B2IDB-1999427_V1,2020-12-12,2,183101,148,3,Life Sciences
10.13012/B2IDB-9209722_V1,2020-11-25,1,247459936,55,0,Life Sciences
10.13012/B2IDB-8455093_V1,2022-03-23,3,1042918817,40,1,Physical Sciences
10.13012/B2IDB-2418574_V1,2021-01-23,5,6427858751,153,0,Life Sciences
10.13012/B2IDB-7863273_V1,2021-04-30,4,31437935387,177,1,Life Sciences
10.13012/B2IDB-2694900_V1,2021-05-26,6,1108842,126,2,Life Sciences
10.13012/B2IDB-3357538_V2,2017-12-15,1,59160,292,0,Physical Sciences
10.13012/B2IDB-3074705_V1,2020-12-02,3,1164532025,141,1,Life Sciences
10.13012/B2IDB-0353090_V1,2021-05-10,2,7094742060,120,0,Life Sciences
10.13012/B2IDB-2308557_V1,2021-11-18,32,3535595498,77,0,Technology and Engineering
10.13012/B2IDB-3548139_V1,2021-04-08,10,53164510221,194,4,Life Sciences
10.13012/B2IDB-7778154_V1,2021-01-25,5,15517,158,1,Life Sciences
10.13012/B2IDB-2070560_V1,2021-07-30,5,79162,83,1,Social Sciences
10.13012/B2IDB-3968226_V3,2021-01-27,17,7595270548,354,3,Technology and Engineering
10.13012/B2IDB-9651987_V2,2021-01-08,4,1560404,539,1,Social Sciences
10.13012/B2IDB-2865725_V3,2021-04-19,1,67596,99,2,Life Sciences
10.13012/B2IDB-8921156_V1,2021-08-24,2,3570077307,86,3,Life Sciences
10.13012/B2IDB-9651987_V1,2020-11-16,4,1759217,668,1,Social Sciences
10.13012/B2IDB-2692533_V3,2022-03-25,27,13148779277,30,0,Life Sciences
10.13012/B2IDB-5556865_V1,2021-10-22,14,1633383,80,0,Life Sciences
10.13012/B2IDB-8161232_V1,2020-11-20,1,218236,130,0,Life Sciences
10.13012/B2IDB-2888536_V1,2021-05-14,1,3492492,86,2,Physical Sciences
10.13012/B2IDB-6050723_V2,2020-11-18,1,499534,96,0,Life Sciences
10.13012/B2IDB-0791318_V2,2020-11-18,1,16344383,106,2,Physical Sciences
10.13012/B2IDB-7904190_V1,2021-10-24,5,21679275,99,1,Life Sciences
10.13012/B2IDB-1484994_V1,2021-06-24,4,13949406296,100,0,Life Sciences
10.13012/B2IDB-8719858_V1,2022-09-29,2,312968,3,1,Life Sciences
10.13012/B2IDB-2831687_V1,2021-04-28,2,11355619,121,1,Social Sciences
10.13012/B2IDB-8835972_V1,2022-03-25,102,37879164627,32,0,Physical Sciences
10.13012/B2IDB-6359717_V1,2021-10-13,1,114780225,72,3,Physical Sciences
10.13012/B2IDB-8285949_V1,2021-05-14,1,515835,118,0,Life Sciences
10.13012/B2IDB-9096476_V1,2022-06-22,1,147538776,33,1,Physical Sciences
10.13012/B2IDB-0060601_V1,2021-02-01,11,3085220667,136,0,Physical Sciences
10.13012/B2IDB-5609050_V1,2021-03-15,99,956321803,738,1,Life Sciences
10.13012/B2IDB-4547091_V1,2021-10-15,4,44004,77,0,Life Sciences
10.13012/B2IDB-1751983_V1,2021-02-15,1,201837,98,0,Life Sciences
10.13012/B2IDB-0388499_V1,2021-03-05,4,387195,108,0,Life Sciences
10.13012/B2IDB-6582453_V1,2021-03-14,1,138427463,111,0,Social Sciences
10.13012/B2IDB-0988473_V1,2021-04-15,5,99809,155,3,Social Sciences
10.13012/B2IDB-8367769_V2,2021-11-23,9,11941367589,77,1,Physical Sciences
10.13012/B2IDB-3813848_V1,2022-08-29,3,509546627,25,2,Physical Sciences
10.13012/B2IDB-9227641_V1,2021-12-01,2,151368,116,0,Life Sciences
10.13012/B2IDB-3047783_V1,2021-02-24,5,2365494760345,182,0,Physical Sciences
10.13012/B2IDB-8255619_V2,2021-07-22,5,21057461,79,1,Social Sciences
10.13012/B2IDB-9651987_V3,2021-02-23,4,1763525,2086,3,Social Sciences
10.13012/B2IDB-6218430_V1,2021-06-08,5,540016,92,3,Life Sciences
10.13012/B2IDB-5457341_V1,2022-04-19,2,26381044,29,1,Life Sciences
10.13012/B2IDB-3459813_V1,2021-05-14,10,742034,119,0,Life Sciences
10.13012/B2IDB-9049988_V1,2021-05-14,1,143737,76,0,Life Sciences
10.13012/B2IDB-5581194_V1,2022-07-10,4,58076590083,27,2,Physical Sciences
10.13012/B2IDB-4580996_V2,2021-03-08,11,314146,150,1,Life Sciences
10.13012/B2IDB-6565690_V1,2021-03-23,1,8730867961,394,1,Technology and Engineering
10.13012/B2IDB-2692533_V2,2021-07-09,16,10397170283,27,0,Life Sciences
10.13012/B2IDB-4580996_V1,2021-03-02,11,393737,102,1,Life Sciences
10.13012/B2IDB-1079505_V1,2021-08-04,23,10559777,67,1,Physical Sciences
10.13012/B2IDB-9133967_V1,2020-10-20,19,61028835683,282,2,Life Sciences
10.13012/B2IDB-7636863_V1,2021-11-16,2,112307,67,1,Life Sciences
10.13012/B2IDB-8790412_V1,2021-06-17,241,1810261296677,129,1,Physical Sciences
10.13012/B2IDB-4499850_V1,2021-06-14,10,1124526187,135,0,Technology and Engineering
10.13012/B2IDB-3696813_V1,2021-12-09,2,46152,76,2,Life Sciences
10.13012/B2IDB-3904737_V1,2021-10-04,3,752406932,82,1,Physical Sciences
10.13012/B2IDB-2532850_V1,2022-02-04,4,565347,39,1,Social Sciences
10.13012/B2IDB-7008049_V1,2021-04-11,29,33963390532,262,0,Life Sciences
10.13012/B2IDB-4717502_V1,2021-08-27,2,212303,116,1,Life Sciences
10.13012/B2IDB-1575830_V1,2022-07-08,1,73374,31,1,Life Sciences
10.13012/B2IDB-4623305_V3,2022-02-09,1,6340848,53,0,Social Sciences
10.13012/B2IDB-6773581_V3,2022-02-09,1,8049596,28,0,Social Sciences
10.13012/B2IDB-8255619_V1,2021-04-06,4,20509072,111,0,Social Sciences
10.13012/B2IDB-4857915_V1,2021-08-05,2,25969976,79,0,Social Sciences
10.13012/B2IDB-0705058_V1,2021-04-22,6,25752,101,1,Life Sciences
10.13012/B2IDB-9043394_V1,2021-08-28,2,135070,62,0,Life Sciences
10.13012/B2IDB-8470827_V2,2021-05-12,7,349758,93,2,Life Sciences
10.13012/B2IDB-5649852_V3,2022-01-10,6,18609009,154,0,Social Sciences
10.13012/B2IDB-7407320_V1,2019-08-29,4,36337008,892,2,Social Sciences
10.13012/B2IDB-4693684_V3,2021-12-28,1,50439,82,1,Life Sciences
10.13012/B2IDB-9257002_V1,2022-02-20,1,15501487,30,2,Social Sciences
10.13012/B2IDB-4303513_V1,2022-01-14,1,22466,32,1,Social Sciences
10.13012/B2IDB-5222984_V1,2021-05-14,1,1614233,117,0,Life Sciences
10.13012/B2IDB-8355786_V1,2021-03-05,3,13007,199,2,Life Sciences
10.13012/B2IDB-1048258_V1,2021-03-31,1,3960605620,85,0,Life Sciences
10.13012/B2IDB-8724462_V1,2020-12-29,4,16698,138,1,Life Sciences
10.13012/B2IDB-6263002_V1,2022-01-20,1,28914,28,0,Social Sciences
10.13012/B2IDB-8986969_V1,2022-01-20,1,33865,32,0,Social Sciences
10.13012/B2IDB-9373041_V1,2022-01-27,1,90232,32,1,Life Sciences
10.13012/B2IDB-0647142_V1,2019-08-30,9,1595749231,1763,3,Social Sciences
10.13012/B2IDB-2215727_V1,2021-04-12,2,56165584,95,1,Physical Sciences
10.13012/B2IDB-7291801_V1,2021-05-10,2,427075,88,2,Social Sciences
10.13012/B2IDB-8842653_V1,2022-03-01,6,183627244,0,1,Life Sciences
10.13012/B2IDB-0647142_V2,2019-12-10,11,2085648436,1565,4,Social Sciences
10.13012/B2IDB-5457902_V1,2021-04-29,6,126416817,202,0,Physical Sciences
10.13012/B2IDB-4635945_V1,2021-07-20,3,104148,81,0,Social Sciences
10.13012/B2IDB-9980397_V1,2022-01-30,18,1675094,39,0,Life Sciences
10.13012/B2IDB-8103861_V1,2022-02-11,252,2547693361762,23,0,Life Sciences
10.13012/B2IDB-2273402_V1,2021-04-22,2,9020123611,149,0,Social Sciences
10.13012/B2IDB-9924420_V1,2022-01-31,2,734479920,48,0,Physical Sciences
10.13012/B2IDB-9246015_V1,2021-05-07,4,2172955718,94,0,Social Sciences
10.13012/B2IDB-2419626_V1,2021-06-28,4,359249715,106,3,Life Sciences
10.13012/B2IDB-8788479_V1,2021-06-16,1,1874962,75,2,Life Sciences
10.13012/B2IDB-0439780_V1,2021-05-09,1,209091,84,0,Life Sciences
10.13012/B2IDB-6268941_V1,2021-12-31,6,2540870,86,0,Life Sciences
10.13012/B2IDB-5565022_V2,2021-08-12,4,26118764035,71,0,Life Sciences
10.13012/B2IDB-1396774_V2,2021-08-15,6,30454504579,73,0,Physical Sciences
10.13012/B2IDB-8293871_V1,2021-08-20,12,58689,85,0,Life Sciences
10.13012/B2IDB-4619552_V1,2022-08-20,3,415891,26,3,Life Sciences
10.13012/B2IDB-7486289_V1,2022-01-01,5,21048463,68,1,Life Sciences
10.13012/B2IDB-5498544_V1,2022-09-01,4,2051234,3,0,Life Sciences
10.13012/B2IDB-2087785_V1,2021-03-17,23,118626,430,3,Social Sciences
10.13012/B2IDB-0897344_V1,2021-02-10,6,82044989623,134,1,Physical Sciences
10.13012/B2IDB-1928463_V1,2021-05-01,1,110412,92,3,Social Sciences
10.13012/B2IDB-1187851_V1,2021-10-10,2,1011702,69,1,Life Sciences
10.13012/B2IDB-0286574_V1,2021-02-18,4,255882551,133,0,Physical Sciences
10.13012/B2IDB-3388479_V1,2021-02-25,8,586622,231,0,Life Sciences
10.13012/B2IDB-5471143_V1,2021-02-26,4,900780,195,1,Life Sciences
10.13012/B2IDB-3289560_V1,2021-03-06,10,800737480379,2805,2,Technology and Engineering
10.13012/B2IDB-0946028_V2,2021-03-08,2,2279438,138,1,Life Sciences
10.13012/B2IDB-2694515_V1,2021-03-10,1,26493,91,0,Life Sciences
10.13012/B2IDB-8367769_V1,2021-04-03,8,11507818747,141,0,Physical Sciences
10.13012/B2IDB-4350211_V1,2021-04-06,3,5023099973,114,0,Life Sciences
10.13012/B2IDB-4677176_V1,2021-05-07,2,585188767,86,0,Life Sciences
10.13012/B2IDB-3595148_V1,2021-05-14,2,267212220,94,0,Life Sciences
10.13012/B2IDB-0299659_V1,2021-04-18,1,312443972,96,0,Physical Sciences
10.13012/B2IDB-2556310_V1,2021-05-07,1,2698506484,109,0,Social Sciences
10.13012/B2IDB-1260194_V1,2021-05-17,1,10727082,575,13,Life Sciences
10.13012/B2IDB-5190701_V1,2021-09-01,2,48018,0,1,Life Sciences
10.13012/B2IDB-2315056_V1,2021-06-14,4,87054,84,0,Life Sciences
10.13012/B2IDB-3927212_V1,2021-06-24,3,527087919,91,4,Life Sciences
10.13012/B2IDB-8275554_V1,2021-07-10,7,11987528359,105,0,Life Sciences
10.13012/B2IDB-5949772_V1,2021-07-15,3,34257013,99,2,Life Sciences
10.13012/B2IDB-4293962_V1,2021-06-25,2,24652,87,1,Life Sciences
10.13012/B2IDB-3427028_V1,2021-08-14,3,1520004,68,1,Life Sciences
10.13012/B2IDB-0938556_V1,2021-09-17,16,1356347,66,1,Life Sciences
10.13012/B2IDB-8636195_V1,2023-01-01,12,125589583,0,0,Life Sciences
10.13012/B2IDB-8947838_V1,2022-03-30,2,1437914,26,0,Life Sciences
10.13012/B2IDB-3975180_V1,2021-10-11,1,1195545775,95,3,Technology and Engineering
10.13012/B2IDB-9585947_V1,2022-02-07,4,1691717092,68,0,Physical Sciences
10.13012/B2IDB-9460305_V1,2022-02-08,1,82185,30,0,Life Sciences
10.13012/B2IDB-5215221_V1,2022-11-09,6,48556721,3,1,Physical Sciences
10.13012/B2IDB-3592866_V1,2022-03-31,6,68174275,67,0,Life Sciences
10.13012/B2IDB-5190701_V2,2021-10-28,1,7189,94,1,Life Sciences
10.13012/B2IDB-4850243_V1,2022-07-22,4,288894,60,0,Life Sciences
10.13012/B2IDB-3580461_V1,2022-02-10,1,30202,67,0,Life Sciences
10.13012/B2IDB-5032907_V1,2022-02-11,1,347664,58,0,Life Sciences
10.13012/B2IDB-4450613_V1,2022-10-27,5,20991,2,0,Life Sciences
10.13012/B2IDB-3407079_V3,2022-02-11,2,441644,30,0,Social Sciences
10.13012/B2IDB-2566000_V1,2021-11-03,4,3450296295,68,0,Life Sciences
10.13012/B2IDB-8012140_V1,2021-11-04,3,695862484,83,1,Physical Sciences
10.13012/B2IDB-5994799_V1,2021-11-05,2,679144,78,1,Social Sciences
10.13012/B2IDB-0888551_V1,2021-11-05,2,521537,68,1,Social Sciences
10.13012/B2IDB-6676149_V1,2022-08-01,4,20617,35,1,Life Sciences
10.13012/B2IDB-9337369_V1,2022-04-06,7,6940412,1,0,Physical Sciences
10.13012/B2IDB-8842653_V2,2022-03-01,8,188964883,33,2,Life Sciences
10.13012/B2IDB-1161902_V1,2022-09-08,5,822321,4,1,Life Sciences
10.13012/B2IDB-9337369_V2,2022-04-11,7,6057006,25,0,Physical Sciences
10.13012/B2IDB-6489931_V1,2022-04-20,3,21668,28,1,Life Sciences
10.13012/B2IDB-1686840_V1,2022-03-09,7,41305,32,0,Life Sciences
10.13012/B2IDB-1016367_V1,2022-04-19,15,32640962560,26,0,Physical Sciences
10.13012/B2IDB-0142760_V1,2022-03-11,7,21374,39,0,Life Sciences
10.13012/B2IDB-2309514_V1,2022-04-21,2,129506320,41,2,Social Sciences
10.13012/B2IDB-7799136_V1,2022-04-26,1,94471713,30,0,Life Sciences
10.13012/B2IDB-0883774_V1,2022-05-26,31,20484889,29,0,Physical Sciences
10.13012/B2IDB-1671495_V1,2022-06-15,6,13292063915,45,0,Physical Sciences
10.13012/B2IDB-0382919_V1,2022-07-19,1,12035004,39,0,Life Sciences
10.13012/B2IDB-6560908_V1,2022-05-16,16,320643,52,1,Life Sciences
10.13012/B2IDB-5586647_V1,2022-05-04,2,39468,23,1,Life Sciences
10.13012/B2IDB-9257957_V1,2022-04-29,1,69739230,29,0,Technology and Engineering
10.13012/B2IDB-1685085_V1,2022-06-20,3,56705036,31,0,Social Sciences
10.13012/B2IDB-0410446_V1,2017-09-22,1,391127,326,1,Social Sciences
10.13012/B2IDB-0478588_V1,2017-09-27,1,193189,313,0,Life Sciences
10.13012/B2IDB-3357538_V1,2017-12-13,1,59161,113,0,Physical Sciences
10.13012/B2IDB-2071917_V1,2022-06-01,4,1663397,49,1,Life Sciences
10.13012/B2IDB-9320144_V1,2018-03-01,11,13408703037,522,0,Life Sciences
10.13012/B2IDB-2872989_V1,2022-07-11,4,523986,34,0,Social Sciences
10.13012/B2IDB-1194770_V1,2022-07-25,1,4609,28,1,Social Sciences
10.13012/B2IDB-8812049_V1,2022-06-07,1,11977238895,44,1,Technology and Engineering
10.13012/B2IDB-7146216_V1,2022-07-25,1,34666,30,0,Social Sciences
10.13012/B2IDB-4950847_V1,2022-07-25,1,660130,54,0,Social Sciences
10.13012/B2IDB-8323975_V1,2022-07-25,1,145088,32,1,Social Sciences
10.13012/B2IDB-7228767_V1,2022-07-25,1,10739,30,0,Social Sciences
10.13012/B2IDB-2910468_V1,2022-07-25,1,205916,32,0,Social Sciences
10.13012/B2IDB-5491578_V1,2022-07-25,1,1326,31,0,Social Sciences
10.13012/B2IDB-4570128_V1,2022-07-25,1,89531,37,0,Social Sciences
10.13012/B2IDB-8851803_V1,2022-07-25,1,328847,38,0,Social Sciences
10.13012/B2IDB-4163883_V1,2022-07-25,1,1863141,28,0,Social Sciences
10.13012/B2IDB-3887275_V1,2022-07-25,1,2471574,39,0,Social Sciences
10.13012/B2IDB-3396059_V1,2022-07-25,1,364391,31,0,Social Sciences
10.13012/B2IDB-9804959_V1,2022-06-10,4,126178,29,2,Life Sciences
10.13012/B2IDB-8444559_V1,2022-11-02,4,26544,2,0,Life Sciences
10.13012/B2IDB-4614455_V1,2022-11-18,6,850912,13,0,Social Sciences
10.13012/B2IDB-3988796_V1,2023-09-01,4,179618,0,0,Life Sciences
10.13012/B2IDB-9971603_V1,2022-08-06,63,262188631,34,1,Physical Sciences
10.13012/B2IDB-3112432_V1,2021-04-16,1,570120,120,0,Life Sciences
10.13012/B2IDB-2455970_V1,2022-09-14,3,36011,24,1,Life Sciences
10.13012/B2IDB-7792566_V1,2022-08-05,3,416583,32,0,Life Sciences
10.13012/B2IDB-6128763_V1,2022-07-01,8,334041,46,3,Social Sciences
10.13012/B2IDB-8761342_V1,2022-05-13,6,1130369,32,0,Life Sciences
10.13012/B2IDB-3231171_V1,2022-11-01,4,1053176,1,1,Life Sciences
10.13012/B2IDB-5509498_V1,2022-04-15,8,230222,22,0,Physical Sciences
10.13012/B2IDB-6395937_V1,2022-09-07,11,8346502681,7,0,Life Sciences
10.13012/B2IDB-2567453_V1,2022-08-08,2,600895347,4,0,Technology and Engineering
10.13012/B2IDB-6803176_V1,2022-09-16,2,17211,8,0,Life Sciences
10.13012/B2IDB-1181155_V1,2022-09-07,4,28388676,8,2,Life Sciences
10.13012/B2IDB-6415287_V1,2022-09-29,2,5881351947,19,0,Technology and Engineering
10.13012/B2IDB-4873339_V1,2022-11-07,4,242819439,4,0,Life Sciences
10.13012/B2IDB-2079467_V1,2023-06-01,4,22000,0,0,""
10.13012/B2IDB-3974819_V1,2022-08-05,2,1289278422,34,0,Technology and Engineering
10.13012/B2IDB-6604429_V1,2022-03-25,2,34296095,86,1,Technology and Engineering
10.13012/B2IDB-6975302_V1,2022-10-04,2,7768,2,0,Social Sciences
10.13012/B2IDB-4432073_V1,2022-11-11,1,7373412011,4,1,Technology and Engineering
10.13012/B2IDB-0873473_V1,2022-10-14,8,80444416,10,1,Technology and Engineering
10.13012/B2IDB-9950442_V1,2022-08-22,2,3988806,8,0,Life Sciences
10.13012/B2IDB-3532603_V1,2022-08-23,2,21553,5,1,Life Sciences
10.13012/B2IDB-7745473_V1,2022-08-25,2,318640,24,1,Life Sciences
10.13012/B2IDB-7460768_V1,2022-11-07,7,468825,1,1,Life Sciences
10.13012/B2IDB-4717991_V1,2022-08-31,5,54003289289,38,1,Technology and Engineering
10.13012/B2IDB-6965685_V1,2022-10-14,2,253948,23,0,Life Sciences
10.13012/B2IDB-5586647_V2,2022-08-31,4,106173,7,1,Life Sciences
10.13012/B2IDB-0980888_V1,2022-11-28,1,3475564,0,0,Life Sciences
10.13012/B2IDB-3150928_V1,2022-12-05,6,964808,0,0,""
10.13012/B2IDB-6972172_V1,2022-10-22,8,95839774,4,0,Physical Sciences
10.13012/B2IDB-2467544_V1,2022-09-19,2,481490,4,0,Life Sciences
10.13012/B2IDB-5689586_V1,2022-10-10,20,29858623746,4,1,Life Sciences
10.13012/B2IDB-6128763_V2,2022-10-07,8,345948,19,3,Social Sciences
10.13012/B2IDB-9793873_V1,2022-11-28,1,217370,9,0,""
10.13012/B2IDB-5026417_V1,2022-10-13,2,561720,1,0,Life Sciences
10.13012/B2IDB-2692533_V4,2022-12-11,33,29909522280,0,0,Life Sciences
