doi,pub_date,num_files,num_bytes,total_downloads,num_relationships,subject
10.13012/B2IDB-9500981_V1,12/6/2018,2,672929,389,1,Life Sciences
10.13012/B2IDB-8993673_V1,12/4/2018,2,2286380,362,1,Life Sciences
10.13012/B2IDB-0071156_V1,12/1/2018,1,1321817,313,1,Life Sciences
10.13012/B2IDB-9729830_V2,11/21/2018,3,390716708,633,0,Life Sciences
10.13012/B2IDB-1932389_V1,11/20/2018,5,3468298173,690,4,Technology and Engineering
10.13012/B2IDB-0569467_V1,11/19/2018,22,8066832135,1553,0,Life Sciences
10.13012/B2IDB-4484338_V1,11/18/2018,7,20627885646,804,1,Technology and Engineering
10.13012/B2IDB-3074701_V1,10/24/2018,5,78660,532,1,Life Sciences
10.13012/B2IDB-1882247_V1,10/17/2018,5,1744036,672,1,Life Sciences
10.13012/B2IDB-8131709_V1,10/5/2018,1,656545,264,1,Life Sciences
10.13012/B2IDB-9213932_V1,10/3/2018,24,46103905055,2460,1,Technology and Engineering
10.13012/B2IDB-2087040_V1,9/26/2018,5,37798,673,0,Life Sciences
10.13012/B2IDB-4817808_V1,9/6/2018,3,32748005,603,4,Social Sciences
10.13012/B2IDB-6701059_V1,9/4/2018,1,52825370,290,1,Social Sciences
10.13012/B2IDB-6396968_V1,8/29/2018,4,202195,713,3,Physical Sciences
10.13012/B2IDB-1324977_V1,8/16/2018,1,15790,380,1,Life Sciences
10.13012/B2IDB-6679875_V1,8/6/2018,1,184695,402,12,Social Sciences
10.13012/B2IDB-0852856_V2,8/3/2018,3,15074,549,1,Life Sciences
10.13012/B2IDB-2805211_V1,8/2/2018,1,23959,333,2,Life Sciences
10.13012/B2IDB-1311182_V1,8/2/2018,1,40476,393,2,Life Sciences
10.13012/B2IDB-9729830_V1,8/1/2018,3,526933142,342,0,Life Sciences
10.13012/B2IDB-1424746_V1,7/29/2018,37,25093703933,3519,1,Life Sciences
10.13012/B2IDB-1075526_V1,7/28/2018,1,51970,444,3,Social Sciences
10.13012/B2IDB-8274875_V1,7/25/2018,1,1161686,243,1,Social Sciences
10.13012/B2IDB-5348256_V1,7/13/2018,3,295923,545,0,Social Sciences
10.13012/B2IDB-0598724_V1,6/20/2018,3,5146819357,503,1,Physical Sciences
10.13012/B2IDB-0170190_V3,6/18/2018,41,556558198,3271,7,Life Sciences
10.13012/B2IDB-3773381_V1,6/6/2018,5,15527007,1146,2,Technology and Engineering
10.13012/B2IDB-4137411_V1,6/5/2018,4,2689032246,761,1,Physical Sciences
10.13012/B2IDB-4469040_V1,6/2/2018,2,44547,415,0,Social Sciences
10.13012/B2IDB-2865725_V1,6/1/2018,1,37295,333,2,Life Sciences
10.13012/B2IDB-4693684_V1,6/1/2018,1,20123,306,3,Life Sciences
10.13012/B2IDB-3897093_V1,5/21/2018,1,40093408,387,0,Physical Sciences
10.13012/B2IDB-0360762_V1,5/16/2018,2,34195353,432,3,Physical Sciences
10.13012/B2IDB-4308433_V1,5/6/2018,11,21768004018,1647,1,Life Sciences
10.13012/B2IDB-6967733_V1,5/1/2018,13,1.18E+11,1772,0,Life Sciences
10.13012/B2IDB-9154233_V1,4/26/2018,8,59659375811,1132,0,Life Sciences
10.13012/B2IDB-9686195_V1,4/24/2018,1,49391,208,0,Technology and Engineering
10.13012/B2IDB-5060298_V1,4/23/2018,4,9574091488,1144,2,Social Sciences
10.13012/B2IDB-9665377_V1,4/23/2018,8,3384231580,1781,1,Social Sciences
10.13012/B2IDB-4742014_V1,4/23/2018,10,1194350822,1864,2,Social Sciences
10.13012/B2IDB-4370459_V1,4/23/2018,4,498380821,1197,1,Social Sciences
10.13012/B2IDB-9087546_V1,4/19/2018,2,751947562,761,8,Social Sciences
10.13012/B2IDB-4222651_V1,4/19/2018,20,6392592252,3725,5,Social Sciences
10.13012/B2IDB-4354331_V1,4/19/2018,2,3735167628,799,5,Social Sciences
10.13012/B2IDB-4074787_V1,4/6/2018,1,29526387,276,2,Technology and Engineering
10.13012/B2IDB-6255617_V1,4/5/2018,2,17181934657,448,1,Life Sciences
10.13012/B2IDB-2237685_V2,3/28/2018,2,1766761,426,3,Social Sciences
10.13012/B2IDB-2237685_V1,3/27/2018,2,1766968,264,3,Social Sciences
10.13012/B2IDB-0170190_V2,3/26/2018,37,556347064,2583,6,Life Sciences
10.13012/B2IDB-0170190_V1,3/16/2018,36,556344441,2347,6,Life Sciences
10.13012/B2IDB-0852856_V1,3/14/2018,3,13820,618,0,Life Sciences
10.13012/B2IDB-4311325_V1,3/8/2018,33,3701736,4712,2,Social Sciences
10.13012/B2IDB-9320144_V2,3/1/2018,13,23073728296,1725,4,Life Sciences
10.13012/B2IDB-5437353_V1,3/1/2018,2,1758883,550,2,Life Sciences
10.13012/B2IDB-9320144_V1,3/1/2018,11,13408703037,480,0,
10.13012/B2IDB-1616387_V1,2/22/2018,2,21610281,545,1,Life Sciences
10.13012/B2IDB-1329706_V1,1/13/2018,1,18694,366,1,Life Sciences
10.13012/B2IDB-3357538_V3,1/11/2018,1,57179,453,0,Physical Sciences
10.13012/B2IDB-2011663_V1,1/3/2018,8,5227044,1216,2,Life Sciences
10.13012/B2IDB-6858418_V2,12/22/2017,436,54371857,9339,1,Life Sciences
10.13012/B2IDB-7239548_V1,12/20/2017,2,1970451272,509,1,Technology and Engineering
10.13012/B2IDB-8336948_V1,12/18/2017,1,48872,325,2,Social Sciences
10.13012/B2IDB-1513733_V2,12/15/2017,4,72101,842,0,Life Sciences
10.13012/B2IDB-3357538_V2,12/15/2017,1,59160,263,0,Physical Sciences
10.13012/B2IDB-1235375_V1,12/14/2017,2,28404824,732,2,Social Sciences
10.13012/B2IDB-5835198_V1,12/14/2017,14,18960172,2032,0,Technology and Engineering
10.13012/B2IDB-3357538_V1,12/13/2017,1,59161,79,0,
10.13012/B2IDB-2436375_V1,12/12/2017,1,4991443,356,2,Physical Sciences
10.13012/B2IDB-1513733_V1,12/12/2017,4,71932,602,0,Life Sciences
10.13012/B2IDB-3661776_V2,12/4/2017,4,60828,912,2,Life Sciences
10.13012/B2IDB-7434833_V2,12/1/2017,2,5563026,474,1,Technology and Engineering
10.13012/B2IDB-0790815_V1,11/29/2017,27,1583427261,2481,3,Life Sciences
10.13012/B2IDB-7434833_V1,11/29/2017,1,5365222,118,1,Technology and Engineering
10.13012/B2IDB-3661776_V1,11/28/2017,3,55558,494,2,Life Sciences
10.13012/B2IDB-8503612_V1,11/15/2017,1,12049,342,0,Social Sciences
10.13012/B2IDB-9342111_V1,11/14/2017,12,1.20E+11,2834,2,Technology and Engineering
10.13012/B2IDB-3175716_V1,10/11/2017,23,5619615,3375,0,Life Sciences
10.13012/B2IDB-9696589_V1,10/10/2017,1,12106702,324,1,Technology and Engineering
10.13012/B2IDB-0478588_V2,9/28/2017,2,194124,604,1,Life Sciences
10.13012/B2IDB-0478588_V1,9/27/2017,1,193189,284,0,
10.13012/B2IDB-0410446_V2,9/26/2017,1,391286,386,1,Social Sciences
10.13012/B2IDB-0410446_V1,9/22/2017,1,391127,292,1,
10.13012/B2IDB-7735354_V1,9/19/2017,11,1989494997,2197,1,Life Sciences
10.13012/B2IDB-1528275_V1,9/8/2017,7,7020906,1259,1,Physical Sciences
10.13012/B2IDB-2031816_V2,9/6/2017,1,54377,321,1,Life Sciences
10.13012/B2IDB-2031816_V1,8/30/2017,1,52985,9,0,
10.13012/B2IDB-1859347_V1,8/11/2017,8,4168748,1410,0,Physical Sciences
10.13012/B2IDB-6485436_V1,7/29/2017,13,25327688492,2459,2,Technology and Engineering
10.13012/B2IDB-6858418_V1,6/28/2017,434,59158083,14950,0,Life Sciences
10.13012/B2IDB-2059727_V1,6/16/2017,1,22085,341,1,Life Sciences
10.13012/B2IDB-7821127_V1,6/16/2017,1,15444,468,1,Life Sciences
10.13012/B2IDB-8658584_V1,6/16/2017,1,20397,314,1,Life Sciences
10.13012/B2IDB-8402610_V1,6/15/2017,2,7256390,797,2,Life Sciences
10.13012/B2IDB-0064468_V1,6/1/2017,3,1045268,771,0,Social Sciences
10.13012/B2IDB-0064468_V2,6/1/2017,3,1044534,1361,1,Social Sciences
10.13012/B2IDB-4021048_V1,5/31/2017,1,20460,420,2,Life Sciences
10.13012/B2IDB-9706842_V1,5/22/2017,3,6920,507,1,Life Sciences
10.13012/B2IDB-4650469_V1,5/1/2017,2,8721649,612,0,Technology and Engineering
10.13012/B2IDB-6946735_V2,3/8/2017,26,4579857032,3155,1,Life Sciences
10.13012/B2IDB-4912922_V2,3/7/2017,2,1402331760,713,2,Life Sciences
10.13012/B2IDB-4912922_V1,3/7/2017,1,1202507456,259,2,Life Sciences
10.13012/B2IDB-0341890_V1,3/2/2017,3,184136,1020,1,Life Sciences
10.13012/B2IDB-5975383_V1,2/28/2017,2,1867964,863,0,Technology and Engineering
10.13012/B2IDB-7570206_V1,2/23/2017,1,20851263699,357,1,Life Sciences
10.13012/B2IDB-6534803_V1,2/21/2017,6,88369328220,1151,0,Life Sciences
10.13012/B2IDB-2204122_V1,2/21/2017,3,38767696131,868,0,Life Sciences
10.13012/B2IDB-6946735_V1,1/6/2017,25,4579854912,3275,1,
10.13012/B2IDB-7860393_V1,12/20/2016,11,11033414,1668,0,Technology and Engineering
10.13012/B2IDB-5495131_V1,12/19/2016,4,1495464,1071,0,Social Sciences
10.13012/B2IDB-9511904_V1,12/18/2016,2,1929745825,560,2,Physical Sciences
10.13012/B2IDB-6648634_V1,12/14/2016,7,61914778299,1383,0,Life Sciences
10.13012/B2IDB-0475732_V1,12/14/2016,6,46534264546,1029,0,Life Sciences
10.13012/B2IDB-4475836_V1,12/14/2016,6,57332194764,1389,0,Life Sciences
10.13012/B2IDB-6530647_V1,12/14/2016,6,48769733921,1135,0,Life Sciences
10.13012/B2IDB-8561435_V1,12/14/2016,10,66932144283,1564,0,Life Sciences
10.13012/B2IDB-0094019_V1,12/14/2016,2,17448896223,567,0,Life Sciences
10.13012/B2IDB-3520220_V1,12/14/2016,18,1.46E+11,2631,0,Life Sciences
10.13012/B2IDB-3958294_V1,12/13/2016,22,10081243245,3106,0,Life Sciences
10.13012/B2IDB-1752285_V1,12/12/2016,1,2402650,353,2,Physical Sciences
10.13012/B2IDB-1001307_V1,12/12/2016,1,5507192,414,2,Physical Sciences
10.13012/B2IDB-4810873_V1,12/12/2016,1,11630445,448,2,Physical Sciences
10.13012/B2IDB-4871125_V1,12/12/2016,1,2390668953,306,2,Physical Sciences
10.13012/B2IDB-3764213_V1,12/12/2016,1,157053493,496,2,Physical Sciences
10.13012/B2IDB-9276024_V1,12/2/2016,1,1318,384,0,Social Sciences
10.13012/B2IDB-5072223_V1,11/30/2016,1,21531,549,2,Life Sciences
10.13012/B2IDB-7546972_V1,11/28/2016,1,93132625,690,2,Physical Sciences
10.13012/B2IDB-0710473_V1,8/18/2016,2,3113,649,1,Social Sciences
10.13012/B2IDB-6795126_V1,8/16/2016,1,546413698,452,2,Life Sciences
10.13012/B2IDB-1082638_V1,8/2/2016,9,2515899715,1836,2,Social Sciences
10.13012/B2IDB-4084515_V1,7/22/2016,31,206088301,4781,1,Life Sciences
10.13012/B2IDB-4900670_V1,6/23/2016,8,5161929142,2324,4,Technology and Engineering
10.13012/B2IDB-1065549_V1,6/23/2016,4,69900072,726,0,Social Sciences
10.13012/B2IDB-4803136_V1,6/23/2016,3,73819364,817,2,Social Sciences
10.13012/J81Z429G,6/6/2016,3,1234130180,847,2,Social Sciences
10.13012/B2IDB-1968634_V1,5/26/2016,2,105845,547,1,Social Sciences
10.13012/J8PN93H8,5/19/2016,6,30770702069,7446,44,Technology and Engineering
10.13012/B2IDB-4602893_V1,5/16/2016,4,265473,944,1,Life Sciences
